property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sector 67a,ireo the corridors,1.3,1296.0,10030.86,1296.0,,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,55,648.0
flat,sector 54,dlf the belaire,7.0,3000.0,23333.33,,,3000.0,4,6,3+,12.0,East,Moderately Old,0,1,1,1,0,2,108,750.0
house,sector 105,independent,1.3,1125.0,11555.56,1125.0,,,3,3,1,1.0,East,Undefined,0,0,0,0,0,1,0,375.0
flat,sector 82,vatika independent floors,0.67,1150.0,5826.09,1150.0,,,2,2,3,2.0,,Moderately Old,0,0,0,0,0,1,53,575.0
flat,sector 28,sahara grace,4.3,3462.0,12420.57,,,3462.01,3,4,3,5.0,,Old Property,0,1,1,0,0,1,24,1154.0
flat,sector 106,paras dews,1.0,1385.0,7220.22,940.0,845.0,1385.0,2,2,3+,2.0,North-East,New Property,0,0,0,0,0,2,21,692.5
flat,sector 76,corona gracieux,1.46,2655.0,5499.06,,,2650.0,4,6,3+,8.0,,New Property,0,1,0,0,0,1,58,663.75
flat,sector 84,pivotal devaan apartments,0.39,600.0,6500.0,,500.0,600.0,2,2,0,5.0,North,Undefined,0,0,0,0,0,1,0,300.0
house,sector 46,independent,2.25,8262.0,2723.31,90.0,85.0,,4,3,3,3.0,North-East,Relatively New,1,0,0,0,0,2,35,2065.5
house,sector 25,dlf city plots phase 2,6.5,1935.0,33591.73,1935.0,,,3,9,3+,3.0,West,Old Property,1,1,1,1,0,2,142,645.0
flat,sector 102,emaar gurgaon greens,1.45,1650.0,8787.88,,,1650.0,3,3,3,7.0,North-East,Relatively New,0,1,0,0,0,1,159,550.0
flat,sector 84,antriksh heights,0.9,2025.0,4444.44,,,2025.0,3,3,3,18.0,,Relatively New,0,1,0,1,0,1,59,675.0
house,sector 25,independent,13.5,7000.0,19285.71,7000.0,,,9,9,0,1.0,East,Relatively New,0,0,0,0,0,1,0,777.7777777777778
flat,sector 79,mapsko mount ville,1.25,1490.0,8389.26,,863.91,1490.0,3,3,3,22.0,South-West,Relatively New,1,0,0,1,0,1,160,496.6666666666667
house,sector 2,ansal celebrity homes,5.2,5200.0,10000.0,5200.0,4000.0,,4,5,2,1.0,,Undefined,0,0,0,0,0,1,0,1300.0
house,sector 70a,bptp astaire gardens,6.5,2332.0,27873.07,299.0,,,4,4,3+,2.0,North-East,New Property,1,1,0,1,0,2,160,583.0
flat,sector 108,sobha city,2.95,2003.0,14727.91,1600.0,1400.0,2003.0,3,4,2,12.0,East,Relatively New,0,0,0,0,0,1,49,667.6666666666666
flat,sector 82,mapsko casa bella,1.75,2535.0,6903.35,2535.0,1960.0,,4,5,3+,1.0,West,Undefined,0,0,0,0,0,1,54,633.75
flat,sector 37d,bptp terra,1.45,1811.0,8006.63,1711.0,1611.0,1811.0,3,3,3,8.0,South-East,Relatively New,0,0,0,0,0,1,149,603.6666666666666
flat,sector 92,sare homes,0.71,1326.0,5354.45,,1326.0,,3,3,3,2.0,North-West,Relatively New,0,0,0,1,0,1,108,442.0
flat,sector 92,sare homes,0.8,1704.0,4694.84,,1704.0,,4,4,3,1.0,North-East,Moderately Old,0,0,0,0,0,1,77,426.0
flat,sector 77,umang winter hills,0.8,1342.0,5961.25,,1000.0,1342.0,2,2,2,10.0,North,Relatively New,0,0,0,0,0,2,49,671.0
flat,sector 83,vatika gurgaon,1.05,1500.0,7000.0,,1500.0,1735.0,3,3,3,3.0,South-West,Relatively New,0,0,1,0,0,1,79,500.0
flat,sector 111,puri diplomatic greens,2.65,1950.0,13589.74,,1950.0,2215.0,3,4,2,7.0,West,Relatively New,0,1,0,0,0,2,159,650.0
flat,sector 74,m3m skywalk,1.78,1424.0,12500.0,,1424.0,,2,2,3+,12.0,,Undefined,0,0,0,0,0,1,63,712.0
flat,sector 33,godrej nature plus,1.1,1380.0,7971.01,,1380.0,,2,2,2,14.0,North,Undefined,0,0,0,0,0,1,56,690.0
flat,sector 69,tulip violet,1.68,1668.0,10071.94,,,1668.0,3,3,2,0.0,West,Relatively New,0,0,0,0,0,1,157,556.0
flat,sector 56,kiran residency,1.55,2250.0,6888.89,1900.0,1750.0,2250.0,3,3,3+,5.0,North,Moderately Old,0,1,0,1,0,2,92,750.0
flat,sector 81,dlf the ultima,2.25,2092.0,10755.26,2090.0,2087.0,2092.0,3,4,3+,11.0,West,Relatively New,0,1,0,0,0,0,174,697.3333333333334
flat,sector 49,satya element one,0.87,450.0,19333.33,,450.0,,1,1,1,2.0,,Relatively New,0,0,0,0,0,1,22,450.0
flat,sector 22,ambience creacions,6.16,3000.0,20533.33,,3000.0,,4,5,3+,10.0,South-East,New Property,0,1,0,1,0,2,49,750.0
flat,sohna road,signature global park,0.78,1218.0,6403.94,,1210.0,,3,3,3,1.0,South-East,Relatively New,0,0,0,1,0,1,150,406.0
flat,sector 83,emaar palm gardens,1.8,1900.0,9473.68,1900.0,,,3,4,0,9.0,,Undefined,0,0,0,0,0,1,55,633.3333333333334
flat,sector 52,ansal api sushant estate,0.29,250.0,11600.0,,250.0,,1,1,0,0.0,,Moderately Old,0,0,0,0,0,2,49,250.0
flat,sector 63,dhoot time residency,3.0,1642.0,18270.4,1642.0,1500.0,,3,3,3+,14.0,,Relatively New,0,1,0,0,0,2,0,547.3333333333334
flat,sector 37c,corona optus,1.43,1990.0,7185.93,,1700.0,1990.0,3,3,3+,2.0,North-West,Relatively New,1,1,0,0,1,1,49,663.3333333333334
flat,sector 65,m3m heights,2.01,1489.0,13498.99,,1433.0,1516.0,2,2,3,8.0,North-East,New Property,1,0,0,0,0,1,44,744.5
flat,sector 37d,ramprastha the edge towers,1.0,1770.0,5649.72,,,1770.0,3,3,3+,13.0,,Moderately Old,0,0,0,0,0,1,38,590.0
flat,sector 4,shri ram apartments,0.36,950.0,3789.47,,950.0,,2,2,1,4.0,,Relatively New,0,0,0,0,0,1,0,475.0
flat,sector 33,godrej nature plus,1.55,1557.0,9955.04,,1557.0,,3,2,3+,8.0,East,New Property,0,0,0,0,0,1,43,519.0
house,sector 82,vatika the seven lamps,1.6,2425.0,6597.94,2425.0,,,4,4,3+,16.0,North,Moderately Old,0,1,0,0,0,1,94,606.25
flat,sector 70a,capital residences 360,1.1,1450.0,7586.21,,,1450.0,2,2,2,10.0,South-East,Relatively New,1,0,0,0,0,1,42,725.0
flat,sector 70,shree vardhman victoria,1.62,1950.0,8307.69,,1161.0,1950.0,3,5,3,9.0,North,Relatively New,0,1,0,0,0,1,43,650.0
house,sector 50,unitech espace,7.35,1760.0,41761.36,240.0,,,4,4,3+,3.0,South,Moderately Old,0,1,0,1,0,2,52,440.0
flat,sector 84,pivotal devaan,0.3,450.0,6666.67,,450.0,,1,1,1,14.0,,New Property,0,0,0,0,0,2,22,450.0
flat,sohna road,mvn athens,0.24,340.0,7058.82,,340.13924000000003,,1,1,1,12.0,West,Relatively New,0,0,0,0,0,1,66,340.0
flat,sector 102,shapoorji pallonji joyville gurugram,1.28,1215.0,10534.98,,,1215.0,2,2,3,10.0,East,Relatively New,0,0,0,0,0,1,49,607.5
flat,sector 77,umang winter hills,1.4,2208.0,6340.58,1735.0,,,3,3,3,10.0,North-East,Undefined,0,0,0,0,0,1,28,736.0
flat,sector 69,tulip leaf,2.07,1812.0,11423.84,,,1812.0,3,3,3,16.0,South-West,Relatively New,0,0,0,0,0,1,49,604.0
flat,sector 104,zara aavaas,0.22,301.0,7308.97,,301.28156099999995,,1,2,2,2.0,,New Property,0,0,0,0,0,1,60,301.0
house,sector 110,independent,0.34,500.0,6800.0,500.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,500.0
flat,sector 48,parsvnath green ville,1.42,1650.0,8606.06,,,1650.0,3,3,3,1.0,North-West,Moderately Old,0,0,1,0,0,0,174,550.0
flat,sector 70,shree vardhman victoria,1.67,1161.0,14384.15,,1161.0,1950.0,3,5,3,5.0,North-East,Moderately Old,0,1,0,0,0,1,108,387.0
flat,sector 30,unitech uniworld city,3.55,2368.0,14991.55,2367.0,2000.0,2368.0,3,5,3+,16.0,North,Old Property,0,1,0,0,0,2,141,789.3333333333334
flat,sector 81,bestech park view ananda,0.95,894.0,10626.4,,894.0,1360.0,2,2,2,2.0,North-East,Relatively New,0,0,0,0,0,2,104,447.0
house,sector 89,greenopolis,0.7,1297.0,5397.07,1297.0,,,2,2,2,14.0,North-East,Undefined,0,0,0,0,0,1,0,648.5
flat,sector 70,shree vardhman victoria,1.25,1350.0,9259.26,,,1350.0,2,2,3,3.0,East,Relatively New,1,0,0,0,0,1,43,675.0
flat,sector 103,indiabulls centrum park,2.45,2875.0,8521.74,,,2875.0,4,4,3,11.0,East,Relatively New,1,1,1,1,0,1,38,718.75
house,sector 43,sushant lok 1 builder floors,2.45,3159.0,7755.62,540.0,351.0,,4,4,3+,3.0,West,Moderately Old,1,1,0,1,1,0,123,789.75
house,sector 105,independent,1.2,900.0,13333.33,900.0,,,4,4,1,2.0,South-West,Moderately Old,0,0,0,0,1,1,14,225.0
house,sector 12,independent,1.0,1215.0,8230.45,3750.0,,,3,7,3+,3.0,North,Moderately Old,0,0,1,1,0,1,7,405.0
flat,sector 90,shree vardhman flora,0.7,1300.0,5384.62,,,1300.0,2,2,3,13.0,,New Property,1,0,0,0,0,1,15,650.0
flat,sector 109,chintels paradiso,1.97,2630.0,7490.49,,,2630.0,4,4,2,11.0,North-East,Relatively New,0,1,0,1,0,1,49,657.5
flat,sector 10a,maxworth city residences,0.8,1250.0,6400.0,,1250.0,,2,3,2,9.0,,New Property,0,0,0,0,0,1,46,625.0
flat,sector 85,ss the leaf,1.98,2398.0,8256.88,2399.0,2398.0,2408.0,3,4,3,12.0,West,Relatively New,0,0,1,0,0,1,174,799.3333333333334
house,sector 26,independent,6.75,2430.0,27777.78,2430.0,,,3,3,3,2.0,North-East,Moderately Old,0,0,0,0,0,1,27,810.0
house,sector 110,my home,0.34,270.0,12592.59,270.0,,,2,2,2,3.0,West,Moderately Old,0,0,0,0,0,1,22,135.0
flat,sector 106,elan the presidential,3.9,2450.0,15918.37,2450.0,,,3,3,0,20.0,,Undefined,0,0,0,0,0,1,66,816.6666666666666
flat,sector 112,experion windchants,3.65,3194.0,11427.68,2800.0,,,3,5,2,3.0,South-West,Relatively New,0,1,0,0,0,1,72,1064.6666666666667
house,sector 48,vipul tatvam villa,5.5,2592.0,21219.14,2592.0,,,3,6,2,2.0,North,Moderately Old,0,1,0,0,1,2,106,864.0
flat,sector 102,shapoorji pallonji joyville gurugram,1.95,1852.0,10529.16,,,1852.0,3,3,3,10.0,North-East,Relatively New,0,0,0,0,0,1,59,617.3333333333334
flat,sector 83,vatika city homes,1.0,1740.0,5747.13,,,1740.0,3,3,2,2.0,South-East,Relatively New,0,0,1,0,0,2,174,580.0
house,sector 2,ansals palam vihar,2.75,1557.0,17662.17,1557.0,,,3,3,3,2.0,,Moderately Old,1,0,0,1,0,2,15,519.0
flat,sector 103,ansal estella,1.5,1730.0,8670.52,,1725.0,1730.0,3,3,3+,6.0,,Under Construction,0,0,0,0,0,1,58,576.6666666666666
flat,sector 102,shapoorji pallonji joyville gurugram,1.25,1266.0,9873.62,,,1215.0,2,2,2,0.0,East,Relatively New,0,0,0,0,0,1,79,633.0
flat,sector 63a,czar mahira homes 63a,0.42,567.0,7407.41,,567.0,,3,2,2,1.0,,Undefined,0,0,0,0,0,1,0,189.0
flat,sector 86,ansal heights 86,0.67,1314.0,5098.93,,,1360.0,2,2,1,10.0,,Relatively New,0,0,0,0,0,1,115,657.0
flat,sector 67a,ireo the corridors,1.85,1941.0,9531.17,1941.0,,,3,4,3,4.0,East,New Property,1,0,1,0,0,2,150,647.0
flat,sector 102,shapoorji pallonji joyville gurugram,1.26,1255.0,10039.84,,,1215.0,2,2,2,10.0,North,Relatively New,0,0,0,0,0,1,108,627.5
flat,sector 69,tulip white,0.9,1326.0,6787.33,,1326.0,,3,2,3,6.0,North-East,Relatively New,0,0,0,1,0,1,121,442.0
flat,sector 71,m3m sky lofts,0.9,683.0,13177.16,683.0,,,1,1,0,6.0,,New Property,0,0,0,0,0,1,77,683.0
flat,sector 15,cghs rail vihar,1.4,1300.0,10769.23,,1300.0,,4,3,3,3.0,East,Old Property,0,0,0,0,0,2,81,325.0
house,sector 57,ansal florence super,3.75,1620.0,23148.15,,300.0,,3,4,3,2.0,,Moderately Old,1,1,1,0,0,2,38,540.0
flat,sector 65,m3m heights,2.65,1433.0,18492.67,,,1433.0,2,2,3,4.0,North-East,New Property,1,0,0,0,0,1,38,716.5
flat,sector 85,ss,1.18,1646.0,7168.89,1630.0,1620.0,1640.0,2,2,3,4.0,West,Relatively New,0,0,0,0,0,1,49,823.0
flat,sector 86,ansal heights 86,1.3,2786.0,4666.19,,,2786.0,4,6,2,11.0,East,New Property,0,1,0,0,1,1,86,696.5
house,sector 52,ardee city,5.5,2700.0,20370.37,300.0,,,9,9,3+,3.0,South,Moderately Old,0,1,0,1,1,2,26,300.0
flat,sector 56,park royal apartment,1.85,2050.0,9024.39,,2050.0,,3,4,3,7.0,,Old Property,0,1,0,0,0,1,72,683.3333333333334
flat,sector 109,ats tourmaline,2.3,2585.0,8897.49,,,2585.0,3,4,3+,10.0,East,New Property,0,1,0,0,1,1,74,861.6666666666666
flat,sector 83,vatika lifestyle homes,1.04,1825.0,5698.63,1500.0,1100.0,1755.0,3,2,2,2.0,South-West,Moderately Old,0,0,0,0,0,1,95,608.3333333333334
flat,sector 102,shapoorji pallonji joyville gurugram,1.4,1200.0,11666.67,,1200.0,1368.0,2,2,3,0.0,North,Relatively New,0,0,0,0,0,1,80,600.0
flat,gwal pahari,valley view estate,0.38,624.0,6089.74,,,624.0,1,1,1,11.0,,Moderately Old,0,0,0,0,0,1,42,624.0
flat,sector 92,sare crescent parc,0.49,998.0,4909.82,,998.0,,2,2,2,2.0,,Relatively New,0,0,0,0,0,1,96,499.0
flat,sector 84,alpha corp gurgaonone,2.24,3434.0,6523.01,,2900.0,3434.0,4,4,3,12.0,West,Relatively New,0,1,0,0,0,1,20,858.5
flat,sector 89,smart world gems,1.0,1107.0,9033.42,,1107.0,,2,2,2,1.0,,Under Construction,1,0,0,0,0,1,38,553.5
flat,sector 37d,signature global city,1.25,2055.0,6082.73,,2055.0,,3,3,3,4.0,,Under Construction,0,0,0,0,0,1,16,685.0
house,sector 56,independent,8.0,8287.0,9653.67,8286.0,,,10,10,3+,4.0,,Relatively New,1,1,0,1,0,0,107,828.7
flat,sector 65,emaar mgf emerald floors premier,2.36,1650.0,14303.03,,,1650.0,3,3,3,0.0,North-East,Relatively New,1,1,0,0,0,2,159,550.0
flat,sector 92,dlf garden city floors,1.7,1980.0,8585.86,,,1630.0,3,4,2,1.0,,Under Construction,0,0,0,0,0,1,63,660.0
flat,sector 47,unitech uniworld gardens,1.05,997.0,10531.59,,997.0,,2,2,2,3.0,North-East,Relatively New,0,0,0,0,0,2,34,498.5
flat,sector 93,signature global orchard avenue,0.38,595.0,6386.55,,594.920753,,2,2,2,7.0,North,Relatively New,0,0,0,0,0,1,16,297.5
flat,sector 107,signature global solera,0.28,498.0,5622.49,,489.0,,2,2,2,14.0,North-West,Relatively New,0,0,0,0,0,1,38,249.0
flat,sohna road,signature global park,0.72,1202.0,5990.02,,,1210.0,2,2,3,3.0,North-West,Relatively New,0,0,0,1,0,1,158,601.0
house,sector 25,independent,13.0,2844.0,45710.27,2844.0,,,6,8,3+,,,Relatively New,1,1,1,1,0,0,0,474.0
flat,sector 69,tulip violet,1.44,1578.0,9125.48,,1200.0,1578.0,3,3,2,1.0,South,Relatively New,0,0,0,1,0,1,174,526.0
house,sector 28,independent,0.7,864.0,8101.85,864.0,,,2,2,0,2.0,North,Old Property,0,0,0,0,0,1,7,432.0
flat,sector 37d,bptp terra,1.5,1811.0,8282.72,,1570.0,1811.0,3,3,3,17.0,North-West,Relatively New,0,0,0,0,1,1,49,603.6666666666666
flat,sector 63,adani brahma samsara vilasa,3.35,2034.0,16470.01,,,2034.0,3,3,3+,3.0,,New Property,0,0,0,0,0,2,16,678.0
flat,sector 95,sidhartha ncr one phase,0.46,990.0,4646.46,990.0,,,2,2,0,6.0,,Undefined,0,0,0,0,0,1,0,495.0
flat,manesar,sonata group housing gh 24,1.65,2800.0,5892.86,,2800.0,,4,3,3,8.0,,New Property,0,1,0,0,0,1,20,700.0
flat,sector 90,dlf regal gardens,1.15,1818.0,6325.63,,,1818.0,3,3,3+,18.0,North-West,Relatively New,0,0,0,1,0,2,130,606.0
house,sector 67,ansal api esencia,5.46,2259.0,24169.99,2259.0,,,4,5,3+,2.0,East,Relatively New,1,0,1,1,0,2,103,564.75
flat,sector 86,microtek greenburg,1.93,2285.0,8446.39,,,2285.0,3,4,3,12.0,East,Relatively New,0,1,0,0,0,1,72,761.6666666666666
flat,sector 80,godrej frontier,1.4,2262.0,6189.21,1922.0,1634.0,2262.0,3,4,2,6.0,South,Moderately Old,0,1,0,1,0,1,111,754.0
flat,sector 33,godrej nature plus,1.5,1550.0,9677.42,,,1550.0,3,3,3,6.0,East,Under Construction,1,0,0,0,0,1,72,516.6666666666666
flat,sector 33,godrej nature plus,1.67,1590.0,10503.14,,1671.0,,3,2,2,18.0,,Under Construction,0,0,0,0,0,1,67,530.0
flat,sector 49,orchid petals,4.16,3556.0,11698.54,,,3557.0,5,4,3+,14.0,East,Relatively New,1,1,0,0,0,1,40,711.2
house,sector 25,independent,7.6,1961.0,38755.74,1935.0,,,2,9,3,4.0,East,Relatively New,1,0,1,1,0,2,84,980.5
flat,sector 54,new sathi apartments,1.59,2250.0,7066.67,2250.0,,,3,3,3+,3.0,North,Moderately Old,1,0,0,0,0,2,127,750.0
flat,sector 86,microtek greenburg,1.3,1485.0,8754.21,,,1480.0,2,2,3,10.0,,Relatively New,1,0,0,0,0,1,38,742.5
flat,sector 50,the close north,2.35,2093.0,11227.9,2000.0,1850.0,2093.0,3,3,3,8.0,North-East,Moderately Old,0,0,1,0,0,2,149,697.6666666666666
house,sector 28,suncity essel towers,8.95,5000.0,17900.0,5000.0,,,5,6,3+,4.0,,Moderately Old,0,0,0,0,0,1,0,1000.0
house,sector 45,independent,16.0,4571.0,35003.28,4500.0,,,6,7,3+,3.0,East,Relatively New,1,1,1,1,0,2,105,761.8333333333334
flat,sector 89,smart world gems,1.16,1105.0,10497.74,,,1103.0,3,2,3,1.0,,New Property,1,0,0,0,0,1,49,368.3333333333333
flat,sector 49,bestech park view city,2.7,2159.0,12505.79,,,2159.0,3,4,3+,6.0,,Moderately Old,0,0,0,0,0,1,0,719.6666666666666
flat,sector 83,vatika city homes,0.75,1325.0,5660.38,,,1325.0,2,2,2,3.0,West,Relatively New,0,0,0,0,0,2,49,662.5
house,sector 7,independent,2.25,1440.0,15625.0,1440.0,,,3,3,2,2.0,North-West,Old Property,0,0,0,0,0,2,27,480.0
house,sector 50,independent,7.0,2160.0,32407.41,240.0,,,3,2,0,1.0,,Undefined,0,0,0,0,0,1,0,720.0
flat,sector 70,tulip ivory,2.0,2400.0,8333.33,,1950.0,2400.0,4,5,3+,7.0,North-East,Moderately Old,0,1,0,0,0,2,174,600.0
flat,sector 86,ansal heights 86,0.82,1360.0,6029.41,1300.0,1000.0,1360.0,2,2,1,12.0,,New Property,0,0,0,0,0,1,49,680.0
flat,sector 49,satya element one,0.94,671.0,14008.94,,671.0,,1,2,2,2.0,East,Undefined,0,0,0,0,0,1,0,671.0
flat,sector 65,m3m heights,2.1,1261.0,16653.45,,800.0,1261.0,2,2,3,8.0,,New Property,0,0,0,0,0,1,31,630.5
flat,sector 85,godrej air,1.75,1825.0,9589.04,1825.0,,,3,3,2,27.0,,Undefined,0,0,0,0,0,1,44,608.3333333333334
flat,sector 81,dlf the ultima,2.2,2103.0,10461.25,1570.0,1257.0,2103.0,3,3,3+,5.0,East,Relatively New,1,1,0,1,1,0,49,701.0
flat,sector 81,dlf the ultima,2.25,2132.0,10553.47,,,2132.0,3,3,3+,6.0,East,New Property,0,1,0,0,0,0,168,710.6666666666666
flat,sector 82a,dlf the primus,2.55,2273.0,11218.65,,1340.0,2273.0,4,4,3+,14.0,South-West,Relatively New,0,0,0,0,0,0,44,568.25
flat,sector 78,raheja revanta,4.75,2813.0,16885.89,2813.0,,,3,3,2,31.0,,Under Construction,0,1,0,0,0,1,100,937.6666666666666
house,sector 26,independent,20.0,4500.0,44444.44,4500.0,,,5,7,3+,3.0,West,Relatively New,0,1,0,1,0,0,97,900.0
flat,sector 37c,imperia the esfera,0.99,1800.0,5500.0,,,1815.0,3,3,1,10.0,North-East,New Property,0,1,0,0,0,1,49,600.0
flat,sector 37c,corona optus,1.25,1400.0,8928.57,,1400.0,1735.0,3,3,3,2.0,South-East,Relatively New,1,0,0,0,0,1,49,466.6666666666667
flat,sector 82a,dlf the primus,2.85,2606.0,10936.3,,1800.0,2606.0,4,4,3+,2.0,North-East,New Property,0,1,0,0,0,0,174,651.5
flat,sector 99a,pareena laxmi apartments,0.32,553.0,5786.62,,453.5,553.0,2,2,2,11.0,,New Property,0,0,0,0,0,1,66,276.5
house,sector 12,independent,0.7,1700.0,4117.65,1700.0,,,4,4,1,2.0,,Moderately Old,0,0,0,0,0,1,0,425.0
flat,sector 69,tulip violet,1.43,1609.0,8887.51,,,1608.0,3,3,2,1.0,North-West,Relatively New,0,0,0,1,0,1,86,536.3333333333334
flat,sector 43,dlf wellington estate,2.09,1430.0,14615.38,,,1430.0,3,3,2,11.0,West,Old Property,0,0,0,0,0,2,79,476.6666666666667
flat,sector 47,malibu towne,2.4,2400.0,10000.0,,2400.0,,3,3,0,0.0,West,Moderately Old,0,0,0,0,0,2,22,800.0
house,sector 69,tulip yellow,2.95,1800.0,16388.89,1800.0,,,4,3,2,3.0,North,New Property,0,0,0,1,1,0,111,450.0
flat,sector 58,ireo the grand arch,4.85,2864.0,16934.36,,2864.0,,4,5,3,23.0,North-West,Relatively New,1,1,0,1,1,2,49,716.0
house,sector 28,housing board colony,5.5,1800.0,30555.56,1800.0,,,4,3,3,2.0,North,Old Property,0,0,0,1,1,2,22,450.0
flat,sector 99a,pareena coban residences,1.23,1997.0,6159.24,,,1997.0,3,5,3,5.0,North-East,Relatively New,0,1,0,0,0,1,99,665.6666666666666
flat,sector 84,pivotal devaan,0.41,583.0,7032.59,565.0,483.0,583.0,2,2,2,10.0,East,New Property,0,0,0,0,0,2,23,291.5
flat,sector 109,sbtl caladium,1.6,2545.0,6286.84,,,2545.0,3,3,3,9.0,North,Relatively New,0,1,0,0,0,1,75,848.3333333333334
flat,sector 111,puri diplomatic greens,3.7,2950.0,12542.37,2650.0,2450.0,2950.0,4,5,3+,12.0,South-East,Relatively New,0,1,0,0,0,2,158,737.5
flat,sector 110,indiabulls enigma,3.25,3400.0,9558.82,,,3400.0,4,4,3,11.0,South,Relatively New,0,1,0,0,1,1,125,850.0
flat,sohna road,hcbs sports ville,0.32,519.0,6165.7,,519.0,,2,2,2,2.0,,New Property,0,0,0,0,0,1,37,259.5
house,sector 28,project housing board colony,2.58,1458.0,17695.47,,1300.0,,4,2,2,2.0,,Undefined,0,0,0,0,0,1,0,364.5
flat,sector 68,m3m sierra 68,1.25,1220.0,10245.9,,694.0,1220.0,2,2,3,4.0,,New Property,0,0,0,0,0,1,44,610.0
flat,sector 92,sare crescent parc,0.71,1439.0,4933.98,,1436.0,,3,3,2,6.0,,Relatively New,0,0,0,0,0,1,37,479.6666666666667
flat,sector 108,raheja the vedaanta floors,0.7,1548.0,4521.96,,1548.0,,2,2,3,1.0,,Moderately Old,0,0,0,0,0,2,0,774.0
flat,sector 95,rof ananda,0.37,644.0,5745.34,,644.111776,,3,2,1,6.0,South-East,Relatively New,0,0,0,1,0,2,72,214.66666666666666
house,sector 109,international city by sobha phase 1,6.0,2430.0,24691.36,2430.0,,,4,4,3+,2.0,North-East,Relatively New,1,1,1,1,0,1,160,607.5
flat,sector 95,rof ananda,0.2,357.0,5602.24,,366.0802389999999,,1,1,1,2.0,South-West,Relatively New,0,0,0,1,0,1,53,357.0
house,sector 55,independent,3.55,1449.0,24499.65,1449.0,,,4,4,3+,2.0,,Old Property,0,0,0,0,0,2,27,362.25
flat,sector 72,tata primanti,5.25,3355.0,15648.29,3000.0,2800.0,3355.0,4,4,3+,30.0,North-East,New Property,0,1,0,0,0,2,174,838.75
flat,sector 113,la vida by tata housing,2.4,2217.0,10825.44,1940.0,1730.0,2217.0,3,4,3+,5.0,North-East,Relatively New,0,1,0,0,0,1,49,739.0
flat,sector 37c,piedmont taksila heights,1.05,2191.0,4792.33,,,1920.0,3,3,3,7.0,,Relatively New,0,0,0,0,0,2,81,730.3333333333334
flat,sector 71,signature andour heights,0.39,396.0,9848.48,,,325.0,1,1,2,1.0,,New Property,0,0,0,0,0,1,0,396.0
house,sector 6,independent,1.25,1080.0,11574.07,120.0,,,2,5,1,2.0,South,New Property,0,0,0,1,0,1,0,540.0
flat,sector 83,vatika city homes,1.05,1225.0,8571.43,,1225.0,1740.0,3,3,3,8.0,South-East,Moderately Old,0,0,0,1,0,2,103,408.3333333333333
flat,sector 78,umang monsoon breeze,1.1,2176.0,5055.15,2176.0,,,3,3,3+,9.0,,Old Property,0,1,0,0,0,1,80,725.3333333333334
flat,sohna road,eldeco accolade,1.1,1457.0,7549.76,,,1457.0,3,2,3,13.0,,Relatively New,0,0,0,0,0,1,56,485.6666666666667
flat,sector 70,shree vardhman victoria,1.65,1950.0,8461.54,,1161.0,1950.0,3,5,3,6.0,North-East,Relatively New,0,1,0,1,0,1,167,650.0
flat,sector 92,sare crescent parc royal greens phase 1,0.95,1897.0,5007.91,,,1897.0,4,5,3+,4.0,,Moderately Old,0,1,0,0,0,1,37,474.25
flat,sector 33,godrej nature plus,1.2,1000.0,12000.0,,1000.0,,2,2,3+,3.0,North-East,Under Construction,0,0,0,0,0,1,105,500.0
flat,sector 102,emaar gurgaon greens,1.4,1650.0,8484.85,,1200.0,1650.0,3,3,3,9.0,South-West,Relatively New,0,1,0,0,0,1,49,550.0
flat,sector 63,dhoot time residency,3.0,1642.0,18270.4,1642.0,1500.0,,3,3,3+,14.0,,Relatively New,0,1,0,0,0,2,0,547.3333333333334
flat,sohna road,mvn athens,0.25,587.0,4258.94,587.0,,,2,2,1,0.0,,Relatively New,0,0,0,0,0,1,38,293.5
flat,sector 90,shree vardhman flora,0.65,1310.0,4961.83,1225.0,1075.0,1300.0,2,2,3,11.0,North-West,Relatively New,1,0,0,0,0,2,49,655.0
flat,sector 91,tarc maceo,1.9,2724.0,6975.04,,,2724.0,4,4,3,9.0,North,Relatively New,0,1,0,0,0,1,120,681.0
flat,sector 102,shapoorji pallonji joyville gurugram,0.95,915.0,10382.51,915.0,675.0,,2,2,2,14.0,,Undefined,0,0,0,0,0,1,0,457.5
flat,sector 111,m3m the tree of life,2.35,1615.0,14551.08,1615.0,,,3,3,3+,5.0,,Under Construction,0,0,0,0,0,1,0,538.3333333333334
flat,sector 102,conscient heritage max,2.0,2149.0,9306.65,1900.0,1650.0,2149.0,3,4,3+,13.0,North-East,Relatively New,1,1,0,0,0,2,174,716.3333333333334
flat,sector 111,puri diplomatic greens,3.45,2950.0,11694.92,,,2950.0,4,5,3+,9.0,North-East,Relatively New,0,1,0,0,0,1,68,737.5
flat,sector 106,paras dews,1.35,1850.0,7297.3,2100.0,1850.0,2355.0,4,4,3+,18.0,North-East,Relatively New,0,1,0,1,0,2,174,462.5
flat,sector 37c,corona optus,1.5,2358.0,6361.32,,,2358.0,3,4,3+,14.0,North-East,New Property,0,1,0,0,1,1,83,786.0
